Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
pic_barr_MTR33049_R1										64.44777887445733	19.42585709208067	3.881948141723104	1.073025382091669	2.3478055965515368	0.0	0.4759476648855913
pic_barr_MTR33050_R1										47.94568046993453	35.00423963671134	6.04525942709957	1.1930635795863205	2.8540475769929468	0.2139973242342496	0.496987337806707
pic_barr_MTR34443_R1										56.76773092420545	3.003193679968073	2.604167293847431	1.017857814490577	2.496783760897967	1.669715976712911	13.445146032967967
pic_barr_MTR34444_R1										65.40574549104493	18.50096908991204	3.794874505297675	1.223077436158431	2.4209464060754287	0.0	0.45575306426972284
pic_barr_MTR34564_R1										66.37342461546363	17.05931648497146	3.5211673493661966	1.3337857038980894	2.443958243047158	0.0	0.49261271592523914
pic_boanova_MTR21438_R1										68.44513226851696	16.41822041526554	3.3458879029417345	0.8460091833076543	2.124324679234635	0.0	0.0
pic_conc_JFT935_R1										25.018782838827835	40.799530326556976	22.756573233220998	1.3990181753879254	3.7038907748377428	1.105308609176436	1.4330389420408425
pic_leme_JC1079_R1										71.67704861952876	6.4298481535410135	3.1274675616197505	1.0902831579882168	2.2991104167340284	0.46853144585144524	0.0
pic_lin_MTR12080_R1										62.52415216802456	18.570882529705287	4.141008529726093	1.4052106557298973	4.220062870883886	0.5613647888208225	0.7189031567995325
pic_lin_MTR12349_R1										61.58818122405842	20.102539928307607	4.472598801363676	1.3930045080575566	3.4471267859558874	0.7195975161634633	1.3222779163093192
pic_mont_MTR38677_R1										24.70100234475735	38.39798578236844	22.787831053482744	1.7854978387000706	3.8670515445918574	1.2864172574844597	0.7760353935198165
pic_peru_MTJ0047_R1										63.31067025080467	17.065612722321806	3.100889784429131	0.8937207839072299	4.745443447407941	2.0021901428720565	1.4799964323288102
pic_peru_MTJ0048_R1										59.68652741361121	21.941307486926245	3.596450677642936	0.9762565904307243	3.9414767294434694	0.8435841619501586	2.0027404055759335
pic_pia_MTR20125_R1										68.54814746415595	14.634999018563219	2.9880677487996	1.0088216858413765	3.203687565538614	0.3629356885215759	0.0
pic_pia_MTR20126_R1										64.73929247105406	14.545802938176461	2.9393530384177176	1.3329382202779474	3.8490914273904635	1.4690817893838601	2.3165222291880108
pic_pinhe_MTR21516_R1										63.95302268441847	12.5541138193633	3.885831068745123	1.312936838396878	3.775645615191471	1.0343278570428858	4.123403094828242
pic_pinhe_MTR21541_R1										65.37104839086813	8.92853099447911	3.535670044467508	1.4254708449482996	3.209532184300598	1.7595551549369624	4.767758753893427
pic_por_LG959_R1										69.22100864559391	6.822242951046778	3.380177770896342	1.2797566083331469	1.7642787615115638	0.6293761983537575	0.0
pic_por_MTR34581_R1										66.57764923382625	14.128615301704967	3.4555741373775386	1.1359802027149097	2.8929301651857484	0.25699950655841425	1.70599316375667
pic_por_MTR34591_R1										63.78849159076646	20.252741448954094	3.8109329825230542	1.184124576674194	2.471587521261943	0.0	0.4711239713053165
pic_por_MTR34592_R1										66.36989567669069	16.469226326376273	3.648611110980927	1.4506134111301239	2.64610291922618	0.0	0.48301104032246867
pic_riri_MTR38639_R1										30.645310571643392	38.38131574926746	17.88785258179691	1.3205835996391584	2.6649593289021882	0.6812543998576157	0.7842251956791486
pic_riri_MTR38682_R1										34.99832428735971	37.25640795577391	14.607207416533296	1.369302501574984	2.5394015994164247	0.35727199787941755	0.8179927402935877
pic_riri_MTR38785_R1										24.814675876183244	39.52385587465141	23.873653849963652	1.3552459675522885	2.7807307447910925	0.5412627419273306	0.7497683623654988
pic_soo_MTR21546_R1										67.34186873744787	9.210756754199613	3.600028590553308	1.6167686954827891	3.9848700748185695	1.5537717680228489	1.643922543525867
pic_soo_MTR21568_R1										62.45326135236279	17.70216366219845	4.063626417197805	1.3164783397095026	4.322864522771762	1.6088011845913144	0.6474264349731406
pic_tra_MTR13503_R1										69.0006134842519	10.266520874757479	3.518691576304368	1.215724113934278	2.809519176509372	0.5230001762941359	0.0
uva_sale_LG1399_R1										22.290527257286413	38.498698154394475	30.49223909565463	1.1585761830180925	1.6866112623889145	0.6411051237750414	0.0
